customer_id,cpf_hash,name,email,phone,city,state,created_at,status,source_file,ingestion_timestamp,pipeline_run_date,has_email,has_phone,has_created_at,processed_at
C0012,hash_0012_5386,4103d0f8f30d61f22b08b76d65ff2ddf4a0d90fbfe8f9ca6ce52d84150c1ca05,***@email.com,,São Paulo,SP,2024-02-28,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,False,True,2026-05-06T15:42:47.662673+00:00
C0013,hash_0013_9179,50026bc55fc6f1b554553977a8f4509492fcfbc7d96fb272c87d3e02d44943f9,***@outlook.com,*******1488,Salvador,BA,2024-08-12,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0014,hash_0014_9830,5d3c6724635c9b3e72d3d1dd12865b77f6017a358015b37f057b4976d26da59b,***@outlook.com,*******1783,Curitiba,PR,2024-02-06,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0016,hash_0016_3621,86688ac2bd53ddf1c0436f2d2ba0706f1d04b1c71c5a4ee4a8c8de8deab3bac1,***@email.com,*******4014,Campinas,SP,2024-07-12,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0017,hash_0017_9669,80429ff74ef794abb214b3d204b5ac9f8063fb562560163b5bd0a9a0f7ecc770,***@empresa.com.br,*******0592,Campinas,SP,2024-04-08,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0018,hash_0018_6573,480b8d9c455b8cfb77aa26282632eff4dda3efe2c7afd4cd9aa927f746df3ef2,***@email.com,*******2670,São Paulo,SP,2024-06-23,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0019,hash_0019_9201,b5494213f7151ce6db2a9df2ca749804e71b43f675791e5285dae1a04829ca43,,*******1479,Uberlândia,MG,2024-02-10,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,False,True,True,2026-05-06T15:42:47.662673+00:00
C0020,hash_0020_4258,fea3c42813726490373175f821e7529275ff3795bb722829b8910db84f7ebb54,***@outlook.com,*******4598,Campinas,SP,2024-08-10,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0021,hash_0021_9005,261b85765eb4141c42524be3f48c5a4dcaf1fd9d4960ea6eefe840e2b0e200d2,***@email.com,*******7489,Santos,SP,2024-05-18,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0022,hash_0022_4946,deb3463c2a3e951ff6608e086d23d736448edaf21db0c43a489e831a3b10a06d,***@outlook.com,*******4584,Belo Horizonte,MG,2024-08-12,blocked,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0023,hash_0023_3060,9dac70e63d3551b1107f730d2291fed4aaf903f77e51818eb28a2b90a72b8d7c,***@empresa.com.br,*******8611,Campinas,SP,2024-07-06,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0024,hash_0024_7932,1c0ce8fd3779909327f71deafa9c5783a40114e82627d81c14dc96f4a7b0db54,***@gmail.com,*******3176,Curitiba,PR,2024-05-20,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0025,hash_0025_7118,8d56ea58a54f18e4bb1c79ee639efdd6d4d1f29ebd7ec8a561ff4d88a5f6e879,***@gmail.com,*******1839,Londrina,PR,,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,False,2026-05-06T15:42:47.662673+00:00
C0026,hash_0026_2049,677a101750ad97f1d990b959bae5183a9c28d3a0071e112875aa75b118e696a7,***@email.com,*******8366,Londrina,PR,2024-04-25,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0027,hash_0027_1117,6c086f575953bf3637fb7e38522223bc03ba66bc724ae7ad72328016847a326b,***@gmail.com,*******7077,Salvador,BA,2024-05-21,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0028,hash_0028_2160,5347542c893e03ad040e993c55176adc33495011a11cfeafcecdc1e3c9a1e6bd,***@email.com,*******9361,São Paulo,SP,2024-02-28,blocked,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0029,hash_0029_3167,ac070baedba391b961c64583b66de084fa50feb3814793b315f1b5021bccb96b,***@empresa.com.br,*******4753,Niterói,RJ,2024-06-20,blocked,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0031,hash_0031_1887,9895e8adc5d8ad6684d63f871d99867ffd89fe68e07426a0bb05ac3f1afbccf9,***@empresa.com.br,*******2989,Uberlândia,MG,2024-03-31,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0032,hash_0032_4139,678a280a941a9527b9cd263f2bd7e3187c7746e6ffe0ca4a04e50dc7f28534e3,***@outlook.com,*******4088,Uberlândia,MG,2024-07-05,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0033,hash_0033_8579,d977b0a7771edee46316dea34d0a1af9a5fd0ed93fa4da317c59bdf99e9d645d,***@empresa.com.br,,Curitiba,PR,2024-02-05,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,False,True,2026-05-06T15:42:47.662673+00:00
C0034,hash_0034_9856,69215809a13e0b7d584a90b7ee12fe3137f8e9c4ef5e938badcb23591f25370d,***@email.com,*******9405,Campinas,SP,2024-04-23,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0035,hash_0035_4502,2d6ef11cf937383df2e2669e37852cf308a3c319e316593995f435fae8e232ac,***@empresa.com.br,*******6833,Rio de Janeiro,RJ,2024-02-12,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0036,hash_0036_5345,cee4fa2e76b74e13bfd3c92c8e0fe673b41519a25d5256f01b0d501568b2cf7f,***@empresa.com.br,*******1521,São Paulo,SP,2024-02-12,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0037,hash_0037_5861,2dde18d6cd8fbc9401b47f384d2ebe8893fa6bcae52d068905fe1822e7b8a8a4,***@empresa.com.br,*******7660,Uberlândia,MG,2024-06-27,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0038,hash_0038_1821,dfa7491766d30ed2a2a5798736f9e9d59e0dd765de658ef4cd05f0a2a85b28a6,***@email.com,*******2593,Salvador,BA,2024-07-07,blocked,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0039,hash_0039_2312,1ee8c9912e8571aec3e5cbf4c4588b61bcae507dec5e0e38f8cebc74f869e8d3,***@gmail.com,*******9587,Londrina,PR,2024-08-23,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0040,hash_0040_5033,4c9bb0559b9f24e62278ba3432f4c271ba0324cc78af79e231c0ab988e3928a3,***@gmail.com,*******0908,Salvador,BA,2024-01-18,blocked,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0041,hash_0041_9565,797a3a87caf92d182f4fcad26da7596c654907a005080bcffc44b315c5e0a414,,*******1132,São Paulo,SP,2024-06-07,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,False,True,True,2026-05-06T15:42:47.662673+00:00
C0042,hash_0042_7484,3db1014a378da9b2f05c9e26ff66773e970c05de9ee06d8892f8a92b98079f2b,***@outlook.com,*******0176,Niterói,RJ,2024-02-22,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0043,hash_0043_8508,b122b9cee111cb48a242878ae0bf2ea104aa77fd2bf419847b2877a3f7d8bd23,***@outlook.com,*******0299,Niterói,RJ,2024-04-27,blocked,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0044,hash_0044_3170,d53338df119358df10fcd71d7cb37b68af893ef6e0f9a5411c682e817f08b630,***@gmail.com,*******4597,Campinas,SP,2024-01-19,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0046,hash_0046_9666,5cd09a5406f9fb583b89e48fdd3c20561a7d3a71feb253912a024cbdca62ae21,***@outlook.com,*******5215,Londrina,PR,2024-06-29,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0047,hash_0047_2891,a90d826d5aac00eec8510d4de0611d5e018c43a58224abfbe512194e25387025,***@email.com,*******6015,Londrina,PR,2024-03-17,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0048,hash_0048_4450,f07514f4461cab64c5a1538605b6e531ec4b54b0b7173c308aab76ef9e6e4ca9,***@outlook.com,*******8885,Londrina,PR,2024-02-09,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0049,hash_0049_2512,9abb271b0647f376be96ad976f786f60c8c1ea21dbc774a3eb4ddc2331b350d0,***@empresa.com.br,*******8112,Niterói,RJ,2024-05-09,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0050,hash_0050_5291,4662203fea900573c557424bbccb21cd9f620edd26c3a07c3d55edd42c8923ee,***@email.com,*******8317,Niterói,RJ,2024-01-12,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0051,hash_0051_2832,656fc78d5a357b1f715a04c748dbe2f863e311cfb81e42c01c5fe67ddb6e5f3e,***@empresa.com.br,*******7845,Curitiba,PR,2024-05-21,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0052,hash_0052_3426,6c5b7ee9e78e1a820a2752295350916d559ec1dc79e7e02f7435fadd8d30481d,***@email.com,*******3110,Santos,SP,,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,False,2026-05-06T15:42:47.662673+00:00
C0053,hash_0053_4441,6362ce3ee542f5c0a8aafe905cdca3155e4b72e5592ae86e9d74c464f10c5ceb,***@outlook.com,*******4342,São Paulo,SP,2024-03-19,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0054,hash_0054_4878,e429ecab0afd84624870a24d1587e53dfbbde9da66ae9c818c928d3e82888838,***@empresa.com.br,*******3797,Campinas,SP,2024-03-31,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0055,hash_0055_6442,0243f1474a85956e671aa91253d705c71c3c838b5ace4e07d81ed58c05b0a9e1,***@empresa.com.br,*******3380,Santos,SP,2024-08-13,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0056,hash_0056_1634,212a236372512d6427a7a7f4f187a2d77ee941d6aee5b83072f656defe966d0c,***@gmail.com,*******3880,Rio de Janeiro,RJ,2024-03-09,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0057,hash_0057_4728,43efcec252b92e16504150b653ceb5f53060cd61468c464112634b606fce6e8d,***@empresa.com.br,*******2024,Rio de Janeiro,RJ,2024-07-28,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0058,hash_0058_5573,422cbf5aa86a72287bf67be2102e87fa75daa872e55b9c978be99a9d5a616359,***@outlook.com,*******7495,Rio de Janeiro,RJ,2024-04-12,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0059,hash_0059_5279,8e5a43b8173d14ce6ac0c787221332573594acf533356be3a471f833cf5068fe,***@outlook.com,*******0907,Londrina,PR,2024-04-12,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0060,hash_0060_6663,0e7a39d1291f2b8c26f6a10beef89cfa89237499303dbace298a0abbb5b58883,***@email.com,*******6160,Niterói,RJ,2024-01-10,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0005,hash_0005_7224,025fc994f1dacfd86fc4936e6beffeefe21a66e983534f9d7cf33ba0d1f4658a,***@email.com,*******8136,Santos,SP,2024-02-25,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0015,hash_0015_3266,5086891e9b7a5ab1049973f246910aa4718cf4ee7e3f7c5093475059a9ddff29,***@empresa.com.br,*******0000,Salvador,BA,2024-04-19,active,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
C0030,hash_0030_2545,852256a472d05bc1bbb4f5826c808852bca945ac6053e58f101b2dbc1d4ecc09,,*******6386,Curitiba,PR,2024-03-03,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,False,True,True,2026-05-06T15:42:47.662673+00:00
C0045,hash_0045_3584,4cb21cdf2d116bea1c5f9b5b859663fabc0feda6500d589b857558c752d9fdcc,***@gmail.com,*******0360,São Paulo,SP,2024-08-13,inactive,BRA - Cientista de dados - Customers .csv,2026-05-06T15:42:47.651792+00:00,2026-05-06,True,True,True,2026-05-06T15:42:47.662673+00:00
